"ID";"Nationality";"Periods";"TotalResidencePermitsAsylum_1";"RefugeeStatusBeneficiaryStatus_2";"HumanitarianReasons_3";"TotalOrdinaryResidencePermit_4";"TotalFamilyReunificationFormation_5";"HusbandWife_6";"ChildUnder18_7";"OtherFamilyReunification_8";"Study_9";"TotalLabour_10";"HighlySkilledMigrantBlueCardHolder_11";"Researcher_12";"OtherLabour_13";"VictimOfHumanTrade_14";"OtherOrdinary_15";"SinglePermitGVVA_16"
"776";"NAT9391  ";"2017JJ00";"       0";"       0";"       0";"      65";"      20";"      10";"       5";"       0";"      15";"      10";"      10";"       0";"       0";"       0";"      25";""
"777";"NAT9391  ";"2018JJ00";"       0";"       0";"       0";"      55";"      15";"      10";"       5";"       5";"      10";"      10";"       5";"       0";"       5";"       0";"      15";""
"778";"NAT9391  ";"2019JJ00";"       0";"       0";"       0";"      70";"      15";"       5";"       5";"       5";"      15";"       5";"       5";"       0";"       0";"       0";"      35";""
"779";"NAT9391  ";"2020JJ00";"       5";"       0";"       0";"      70";"      20";"      10";"       5";"       5";"      15";"      10";"       5";"       0";"       0";"       0";"      25";""
"780";"NAT9393  ";"2008JJ00";"       5";"       0";"       0";"      75";"      15";"       5";"       5";"       5";"       5";"      15";"       0";"       0";"      10";"       0";"      40";""
"781";"NAT9393  ";"2009JJ00";"       5";"       0";"       5";"      45";"      15";"       5";"       5";"       5";"      15";"      10";"       0";"       5";"       5";"       0";"      10";""
"782";"NAT9393  ";"2010JJ00";"       5";"       5";"       0";"      35";"      10";"       5";"       0";"       5";"      15";"       0";"       0";"       0";"       0";"       0";"       5";""
"783";"NAT9393  ";"2011JJ00";"       5";"       5";"       0";"      20";"       5";"       5";"       0";"       0";"      10";"       5";"       0";"       5";"       0";"       0";"       0";""
"784";"NAT9393  ";"2012JJ00";"       0";"       0";"       0";"      40";"      20";"       5";"       5";"       5";"      15";"       5";"       0";"       0";"       0";"       0";"       0";""
"785";"NAT9393  ";"2013JJ00";"       0";"       0";"       0";"      40";"      20";"       5";"      10";"       5";"      10";"       5";"       0";"       5";"       0";"       0";"       5";""
"786";"NAT9393  ";"2014JJ00";"      15";"      10";"       5";"      20";"       5";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       5";""
"787";"NAT9393  ";"2015JJ00";"       5";"       0";"       5";"      35";"      10";"      10";"       5";"       0";"      10";"      10";"       5";"       5";"       0";"       0";"       5";""
"788";"NAT9393  ";"2016JJ00";"       5";"       5";"       0";"      45";"      20";"      10";"      10";"       0";"      10";"       5";"       0";"       5";"       0";"       0";"       5";""
"789";"NAT9393  ";"2017JJ00";"      10";"       5";"       5";"      45";"      25";"      10";"      10";"       5";"      10";"       5";"       0";"       5";"       0";"       0";"       5";""
"790";"NAT9393  ";"2018JJ00";"       0";"       0";"       0";"      35";"      25";"      10";"      10";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"       0";""
"791";"NAT9393  ";"2019JJ00";"       0";"       0";"       0";"      60";"      15";"      10";"       5";"       5";"       5";"       5";"       0";"       5";"       0";"       0";"      40";""
"792";"NAT9393  ";"2020JJ00";"       0";"       0";"       0";"      25";"       5";"       0";"       0";"       5";"       5";"       5";"       0";"       0";"       0";"       0";"       5";""
"793";"NAT9396  ";"2008JJ00";"     165";"       0";"       0";"      15";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"      10";""
"794";"NAT9396  ";"2009JJ00";"      95";"      80";"      15";"      10";"       0";"       0";"       0";"       0";"      10";"       0";"       0";"       0";"       0";"       0";"       0";""
"795";"NAT9396  ";"2010JJ00";"     165";"      65";"     100";"      10";"       5";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"796";"NAT9396  ";"2011JJ00";"     145";"     100";"      45";"      10";"       5";"       0";"       5";"       0";"       5";"       0";"       0";"       0";"       0";"       0";"       0";""
"797";"NAT9396  ";"2012JJ00";"      35";"      15";"      20";"      10";"       5";"       5";"       5";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"       0";""
"798";"NAT9396  ";"2013JJ00";"      55";"      20";"      35";"      25";"      10";"       0";"      10";"       0";"       5";"       5";"       0";"       0";"       0";"       0";"       0";""
"799";"NAT9396  ";"2014JJ00";"      30";"      20";"      15";"      30";"      10";"       0";"      10";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"       0";""
"800";"NAT9396  ";"2015JJ00";"      30";"      25";"       5";"      25";"       5";"       5";"       5";"       0";"      15";"       5";"       0";"       5";"       0";"       0";"       0";""
"801";"NAT9396  ";"2016JJ00";"      35";"      25";"      10";"      20";"      10";"       5";"       5";"       0";"       5";"       5";"       0";"       5";"       0";"       0";"       0";""
"802";"NAT9396  ";"2017JJ00";"      30";"      10";"      25";"      35";"      15";"       5";"       5";"       0";"      20";"       0";"       0";"       0";"       0";"       0";"       0";""
"803";"NAT9396  ";"2018JJ00";"      20";"      10";"      10";"      20";"       5";"       5";"       5";"       0";"      10";"       0";"       0";"       0";"       0";"       0";"       0";""
"804";"NAT9396  ";"2019JJ00";"      10";"       5";"       5";"      40";"      10";"       5";"       5";"       0";"      20";"       5";"       0";"       0";"       5";"       0";"       0";""
"805";"NAT9396  ";"2020JJ00";"      10";"      10";"       0";"      30";"      10";"       5";"       5";"       0";"      15";"       0";"       0";"       0";"       0";"       0";"       0";""
"806";"NAT9399  ";"2008JJ00";"      65";"       0";"       0";"     145";"      30";"      15";"       5";"       5";"      80";"      20";"      10";"       0";"      10";"       0";"      15";""
"807";"NAT9399  ";"2009JJ00";"      45";"      15";"      30";"     185";"      40";"      20";"      10";"       5";"     130";"      10";"       5";"       0";"       5";"       0";"       5";""
"808";"NAT9399  ";"2010JJ00";"      45";"      25";"      15";"     170";"      35";"      20";"      10";"       5";"     115";"      15";"       5";"       5";"       5";"       0";"       0";""
"809";"NAT9399  ";"2011JJ00";"      50";"      30";"      20";"     120";"      35";"      20";"       5";"       5";"      75";"      15";"      10";"       0";"       5";"       0";"       0";""
"810";"NAT9399  ";"2012JJ00";"      35";"      10";"      25";"     165";"      40";"      25";"      10";"       5";"      80";"      40";"       5";"       5";"      30";"       0";"       5";""
"811";"NAT9399  ";"2013JJ00";"      45";"      15";"      25";"     170";"      60";"      30";"      25";"       0";"      85";"      25";"       5";"      10";"       5";"       0";"       0";""
"812";"NAT9399  ";"2014JJ00";"      55";"      15";"      40";"     190";"      75";"      55";"      15";"       0";"      90";"      15";"       5";"       5";"       5";"       0";"      10";""
"813";"NAT9399  ";"2015JJ00";"      20";"       0";"      15";"     170";"      50";"      40";"       5";"       0";"      95";"      20";"       5";"       5";"      10";"       0";"       5";""
"814";"NAT9399  ";"2016JJ00";"      10";"       5";"       5";"     250";"      70";"      45";"      20";"       0";"     135";"      35";"      10";"      15";"      10";"       0";"      10";""
"815";"NAT9399  ";"2017JJ00";"       5";"       5";"       0";"     190";"      60";"      40";"      15";"       5";"      90";"      30";"      10";"      10";"      10";"       0";"       5";""
"816";"NAT9399  ";"2018JJ00";"       0";"       0";"       0";"     180";"      65";"      45";"      15";"       5";"      65";"      40";"       5";"      10";"      25";"       0";"      10";""
"817";"NAT9399  ";"2019JJ00";"       5";"       5";"       0";"     190";"      70";"      45";"      20";"       5";"      75";"      35";"      10";"       5";"      20";"       0";"      15";""
"818";"NAT9399  ";"2020JJ00";"       5";"       5";"       5";"     115";"      40";"      20";"      15";"       0";"      40";"      25";"       5";"       5";"      20";"       0";"      10";""
"819";"NAT9401  ";"2008JJ00";"       0";"       0";"       0";"     280";"      65";"      30";"      15";"      15";"      25";"      60";"      55";"       0";"       5";"       0";"     130";""
"820";"NAT9401  ";"2009JJ00";"       0";"       0";"       0";"     220";"      55";"      20";"       5";"      30";"      10";"      45";"      35";"       0";"      10";"       0";"     110";""
"821";"NAT9401  ";"2010JJ00";"       0";"       0";"       0";"     275";"      50";"      30";"      10";"      10";"      15";"      65";"      50";"       5";"      10";"       0";"     145";""
"822";"NAT9401  ";"2011JJ00";"       0";"       0";"       0";"     245";"      70";"      25";"      25";"      20";"      10";"      50";"      45";"       5";"       5";"       0";"     115";""
"823";"NAT9401  ";"2012JJ00";"       0";"       0";"       0";"     260";"      65";"      25";"      15";"      25";"      15";"      55";"      45";"       5";"       5";"       0";"     125";""
"824";"NAT9401  ";"2013JJ00";"       0";"       0";"       0";"     300";"      60";"      35";"      25";"       0";"      20";"      55";"      50";"       0";"       5";"       0";"     165";""
"825";"NAT9401  ";"2014JJ00";"       0";"       0";"       0";"     310";"      60";"      35";"      25";"       0";"      15";"      65";"      60";"       5";"       0";"       0";"     165";""
"826";"NAT9401  ";"2015JJ00";"       0";"       0";"       0";"     450";"      70";"      40";"      25";"       0";"      40";"      90";"      70";"       5";"      15";"       0";"     245";""
"827";"NAT9401  ";"2016JJ00";"       0";"       0";"       0";"     405";"      60";"      35";"      20";"       5";"      40";"      65";"      50";"       5";"      10";"       0";"     240";""
"828";"NAT9401  ";"2017JJ00";"       0";"       0";"       0";"     520";"      95";"      50";"      35";"       5";"      45";"      95";"      85";"       0";"      10";"       0";"     290";""
"829";"NAT9401  ";"2018JJ00";"       0";"       0";"       0";"     520";"      70";"      40";"      25";"       5";"      40";"     120";"      95";"      10";"      15";"       0";"     290";""
"830";"NAT9401  ";"2019JJ00";"       0";"       0";"       0";"     565";"     100";"      55";"      25";"      20";"      65";"     125";"     100";"       5";"      15";"       0";"     280";""
"831";"NAT9401  ";"2020JJ00";"       0";"       0";"       0";"     285";"      70";"      45";"      20";"       5";"      15";"      70";"      65";"       5";"       5";"       0";"     130";""
"832";"NAT9403  ";"2008JJ00";"      20";"       0";"       0";"     660";"     315";"     100";"     125";"      85";"     105";"      50";"      35";"       5";"      10";"       0";"     190";""
"833";"NAT9403  ";"2009JJ00";"      20";"      10";"      10";"     585";"     335";"      95";"     135";"     105";"     110";"      30";"      20";"       5";"      10";"       0";"     110";""
"834";"NAT9403  ";"2010JJ00";"      15";"       5";"      10";"     595";"     280";"      70";"     130";"      80";"     125";"      55";"      40";"       5";"      10";"       0";"     140";""
"835";"NAT9403  ";"2011JJ00";"      25";"      15";"       5";"     565";"     300";"      95";"     130";"      75";"     100";"      40";"      20";"       5";"      10";"     110";"      20";""
"836";"NAT9403  ";"2012JJ00";"      15";"      15";"       0";"     545";"     315";"      60";"     175";"      75";"     100";"      40";"      30";"       5";"      10";"      80";"      10";""
