"""psraid"" ""sample"" ""segment"" ""int_date"" ""lang"" ""stz"" ""scregion"" ""sstate"" ""susr"" ""sstratum"" ""form"" ""qs1"" ""qs2a"" ""qs2b"" ""qs3"" ""q1"" ""q2a"" ""q2b"" ""q2c"" ""q4a"" ""q4b"" ""q4c"" ""q4df1"" ""q4ef2"" ""q5f1"" ""q5af1"" ""q6f2"" ""q6af2"" ""hisp"" ""race3m1"" ""race3m2"" ""race3m3"" ""race3m4"" ""q7"" ""q8"" ""q8a"" ""q10a"" ""q10b"" ""q10c"" ""q10d"" ""snsint2"" ""q13a"" ""q13b"" ""q15a"" ""q15b"" ""q16"" ""q18"" ""q19af1"" ""q19bf1"" ""q19cf1"" ""q19df1"" ""q19ef1"" ""q19ff1"" ""q19af2"" ""q19bf2"" ""q19cf2"" ""q19df2"" ""q19ef2"" ""q19ff2"" ""q20a"" ""q20b"" ""q20c"" ""q20d"" ""q20e"" ""q21a"" ""q21b"" ""q21c"" ""q22"" ""q23"" ""q24a"" ""q24bf1"" ""q24cf2"" ""q24d"" ""q24ef1"" ""q24ff2"" ""q27"" ""q30a"" ""q30b"" ""q30c"" ""q33"" ""q34"" ""q35"" ""q36"" ""q42"" ""q43a"" ""q43b"" ""q43c"" ""q43d"" ""sex"" ""age"" ""marital"" ""lwp"" ""educ2"" ""schl"" ""q100"" ""qe3"" ""birth_hisp"" ""q101"" ""relig"" ""chr"" ""born"" ""attend"" ""q102"" ""income"" ""reg"" ""party"" ""partyln"" ""ideo"" ""hh1"" ""hh3"" ""ql1"" ""ql1a"" ""qc1"" ""racethn"" ""raceos"" ""religos"" ""racecmb"" ""usr"" ""cregion"" ""state"" ""density"" ""child"" ""partysum"" ""partyideo"" ""gen5"" ""racethn2"" ""recage"" ""recage2"" ""receduc"" ""adults"" ""iphoneuse"" ""hphoneuse"" ""ll"" ""cp"" ""weight"""
"""1470"" 202459 2 2 31516 2 ""P"" 4 6 """" 10 2 2 NA NA NA 9 1 9 1 4 4 2 NA 4 NA NA 1 NA 1 7 NA NA NA NA 2 2 1 2 3 1 2 NA NA 2 3 2 3 NA NA NA NA NA NA 3 3 3 3 3 3 2 2 2 2 2 NA NA NA 9 1 1 NA 1 3 NA 1 4 NA NA NA 3 NA NA NA 2 2 2 2 2 1 43 6 NA 9 5 NA 1 3 4 1 NA 1 1 NA 2 1 2 NA 3 2 6 NA NA 1 3 """" """" 5 ""U"" 4 6 5 99 2 4 4 4 3 2 9 3 2 2 1 1 0.452793002775497"
"""1471"" 202460 2 2 31516 1 ""P"" 4 6 """" 9 1 2 NA NA NA 1 1 1 1 3 4 2 4 NA 9 3 NA NA 1 7 NA NA NA NA 4 NA 1 1 2 1 2 NA NA 3 3 2 9 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 1 9 1 2 NA 3 2 NA 4 NA NA NA 3 NA NA NA 9 2 2 2 2 2 25 6 NA 5 5 NA 1 1 3 2 NA 2 2 NA 99 1 3 9 9 5 3 NA NA 2 3 """" """" 5 ""S"" 4 6 1 2 9 3 5 3 2 1 2 3 3 3 0 1 1.03962238745133"
"""1472"" 202468 2 2 50716 2 ""E"" 3 37 """" 9 2 2 NA NA NA 3 3 2 1 1 2 1 NA 3 NA NA 2 1 1 7 NA NA NA NA 1 1 2 2 4 2 1 3 3 3 3 2 2 NA NA NA NA NA NA 1 1 1 1 1 1 1 1 1 2 2 NA NA NA 2 1 1 NA 1 1 NA 1 1 NA NA NA 3 NA NA NA 1 2 1 1 2 2 44 2 2 1 5 NA 3 3 3 2 NA 1 4 NA 1 3 2 NA 5 6 2 NA NA 2 3 """" """" 5 ""R"" 3 37 2 4 2 5 4 4 3 2 1 2 3 3 0 1 0.484145886101332"
"""1473"" 202475 2 2 31516 1 ""C"" 3 48 """" 6 1 2 NA NA NA 2 2 1 3 1 1 1 1 NA 1 2 NA NA 2 1 NA NA NA NA 1 2 2 4 4 1 1 3 4 1 3 1 3 2 3 2 3 2 3 NA NA NA NA NA NA 2 1 1 2 1 NA NA NA 2 4 2 3 NA 1 1 NA 2 NA NA NA 1 2 2 3 3 2 2 2 2 1 38 1 NA 5 5 NA 1 NA 3 2 NA 1 4 NA 8 1 1 NA 3 4 2 NA NA 2 1 """" """" 1 ""S"" 3 48 1 2 1 2 4 1 3 2 2 2 3 3 0 1 2.58222166603465"
"""1474"" 202485 2 2 31516 1 ""C"" 2 19 """" 3 2 2 NA NA NA 2 1 1 3 1 1 1 NA 3 NA NA 1 NA 2 1 NA NA NA NA 2 2 9 9 4 1 2 NA NA 3 3 1 9 NA NA NA NA NA NA 3 3 3 3 3 3 2 2 2 2 2 NA NA NA 1 4 3 NA 3 1 NA 2 2 NA NA NA 3 NA NA NA 2 2 2 2 2 1 32 1 NA 3 5 NA 1 NA 3 1 NA 2 4 NA 9 1 1 NA 2 4 2 NA NA 1 1 """" """" 1 ""R"" 2 19 1 2 1 1 5 1 2 2 1 2 2 2 1 1 1.88391666041855"
"""1475"" 202489 2 2 31516 1 ""C"" 3 48 """" 9 2 2 NA NA NA 9 3 2 2 1 4 3 NA 1 NA NA 2 2 2 1 NA NA NA NA 2 1 1 2 1 1 2 NA NA 3 3 1 3 NA NA NA NA NA NA 3 3 3 3 3 3 2 2 2 2 2 NA NA NA 2 2 2 NA 2 1 NA 1 2 NA NA NA 2 2 4 4 1 2 1 2 2 1 21 6 NA 4 2 NA 1 NA 4 11 2 NA 6 NA 4 1 3 2 4 3 3 NA NA 2 1 """" ""LUCIFERIAN"" 1 ""S"" 3 48 5 0 2 3 5 1 1 1 2 3 3 3 0 1 0.51412849155299"
"""1476"" 202495 2 2 31516 1 ""P"" 4 6 """" 10 2 2 NA NA NA 1 1 2 2 2 3 3 NA 3 NA NA 1 NA 1 7 NA NA NA NA 2 1 1 1 2 2 1 1 3 2 2 1 3 NA NA NA NA NA NA 1 3 1 1 1 3 2 2 2 2 2 NA NA NA 2 1 2 NA 1 2 NA 2 2 NA NA NA 1 2 1 2 1 2 1 2 2 1 37 6 NA 4 5 NA 2 1 4 2 NA 2 6 NA 2 1 2 NA 2 6 6 NA NA 1 3 """" """" 5 ""U"" 4 6 5 0 2 4 4 3 3 2 2 3 2 2 1 1 0.484439075939198"
"""1477"" 202503 2 2 31516 2 ""P"" 4 6 """" 9 2 2 NA NA NA 1 1 1 1 1 2 2 NA 2 NA NA 2 2 1 7 NA NA NA NA 1 1 1 2 2 2 1 2 2 3 1 2 3 NA NA NA NA NA NA 1 1 1 1 1 1 2 2 2 2 1 NA NA NA 2 2 1 NA 1 1 NA 1 4 NA NA NA 3 NA NA NA 1 2 2 2 2 2 48 1 NA 3 5 NA 1 3 3 2 NA 2 1 NA 7 1 2 NA 2 5 3 NA NA 2 3 """" """" 5 ""U"" 4 6 5 2 2 4 4 4 4 2 1 3 3 3 0 1 0.530983562926318"
"""1478"" 202504 2 2 31516 1 ""M"" 4 4 """" 7 1 2 NA NA NA 2 1 1 1 3 3 3 4 NA 2 2 NA NA 2 1 NA NA NA NA 3 1 2 2 2 2 1 3 4 3 1 3 2 3 3 3 3 3 3 NA NA NA NA NA NA 1 1 1 2 2 NA NA NA 2 4 1 1 NA 2 1 NA 2 NA NA NA 2 3 2 3 2 2 2 1 1 2 50 2 1 4 5 NA 3 NA 4 1 NA 2 5 NA 4 3 1 NA 3 3 3 NA NA 1 1 """" """" 1 ""U"" 4 4 3 0 1 2 4 1 4 3 2 3 2 2 1 1 3.10596750331249"
"""1479"" 202506 2 2 31516 2 ""P"" 4 6 """" 10 1 2 NA NA NA 2 1 2 2 1 2 1 1 NA 2 2 NA NA 1 7 NA NA NA NA 3 1 1 1 1 3 1 3 3 2 3 2 2 3 3 1 1 1 1 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 2 2 1 1 NA 1 1 NA 4 NA NA NA 3 NA NA NA 2 2 2 1 1 1 32 6 NA 1 5 NA 1 3 3 12 NA NA 4 NA 3 3 3 2 4 7 3 NA NA 2 3 """" """" 5 ""S"" 4 6 5 4 2 3 5 4 2 2 1 3 3 3 0 1 0.426904426996277"
"""1480"" 202508 2 2 31616 1 ""E"" 3 13 """" 9 2 2 NA NA NA 3 2 1 1 1 3 2 NA 3 NA NA 2 1 2 5 NA NA NA NA 1 1 1 1 1 1 2 NA NA 1 1 1 3 NA NA NA NA NA NA 1 3 1 1 1 1 2 2 2 2 2 NA NA NA 2 4 1 NA 1 3 NA 1 2 NA NA NA 1 1 2 2 2 2 1 1 3 1 68 5 NA 5 NA NA 5 NA 3 2 NA 1 5 NA 6 1 1 NA 2 1 NA NA NA 2 4 """" """" 5 ""S"" 3 1 1 0 1 1 3 5 6 4 2 1 3 3 0 1 0.36147159004428"
"""1481"" 202518 2 2 31616 1 ""E"" 2 39 """" 7 1 2 NA NA NA 3 1 1 4 3 4 2 2 NA 2 3 NA NA 2 2 NA NA NA 2 2 2 2 2 2 1 2 NA NA 3 3 1 2 1 1 1 1 1 1 NA NA NA NA NA NA 2 1 2 1 1 2 2 2 2 1 1 2 NA 1 1 NA 2 3 1 1 1 1 1 1 3 2 1 1 2 1 63 6 NA 4 5 2 3 NA 4 6 NA NA 6 NA 1 1 2 NA 4 2 2 NA NA 2 2 """" """" 2 ""S"" 2 39 3 0 2 5 3 2 5 3 2 2 3 3 0 1 0.468950806655048"
"""1482"" 202521 2 2 31816 1 ""E"" 3 37 """" 9 1 2 NA NA NA 1 1 1 2 2 2 2 2 NA 1 1 NA NA 2 2 NA NA NA 1 1 1 2 2 2 2 2 NA NA 3 3 2 2 3 1 3 1 3 1 NA NA NA NA NA NA 1 1 2 2 2 2 2 2 2 2 1 1 NA 1 1 NA 2 2 4 1 2 1 1 1 2 2 2 2 1 2 48 2 1 2 5 NA 2 NA 4 1 NA 1 1 1 99 3 2 NA 3 2 2 NA NA 2 2 """" """" 2 ""U"" 3 37 2 0 2 4 4 2 4 2 1 2 3 3 0 1 0.419419662272911"
"""1483"" 202537 2 2 31616 1 ""C"" 3 48 """" 10 2 2 NA NA NA 1 1 1 2 1 1 1 NA 1 NA NA 2 1 1 7 NA NA NA NA 1 1 2 1 2 2 1 2 2 3 1 2 2 NA NA NA NA NA NA 1 3 3 1 1 1 1 1 1 2 1 NA NA NA 1 1 1 NA 1 2 NA 1 4 NA NA NA 1 1 1 2 1 2 2 2 2 2 28 2 2 8 5 NA 1 1 3 12 NA NA 4 NA 6 1 3 2 5 2 2 NA NA 2 3 """" """" 5 ""U"" 3 48 4 0 2 3 5 3 2 1 3 2 3 3 0 1 0.22"
"""1484"" 202539 2 2 32416 1 ""E"" 3 13 """" 9 2 2 NA NA NA 1 2 1 2 1 3 1 NA 1 NA NA 2 1 2 2 NA NA NA 1 1 2 1 1 1 1 1 2 3 3 2 3 3 NA NA NA NA NA NA 1 1 3 1 3 3 2 2 2 2 1 2 1 2 3 2 1 NA 2 2 NA 1 4 1 1 1 1 1 1 2 2 2 1 2 2 1 67 4 NA 6 NA 2 1 NA 3 1 NA 2 3 1 9 1 2 NA 3 1 NA NA NA 2 2 """" """" 2 ""U"" 4 6 5 0 2 4 3 2 6 4 3 1 3 3 0 1 0.0951257131909096"
"""1485"" 202543 2 2 32416 1 ""E"" 2 26 """" 4 1 2 NA NA NA 2 1 1 2 2 2 2 3 NA 1 3 NA NA 2 1 NA NA NA NA 2 1 2 1 3 1 1 2 4 2 2 1 2 3 3 3 3 3 1 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 2 2 1 1 NA 2 1 NA 2 NA NA NA 1 2 2 2 2 2 2 2 2 1 40 3 NA 4 5 NA 1 NA 3 12 NA NA 5 NA 6 1 3 2 2 1 NA NA NA 2 1 """" """" 1 ""U"" 4 8 3 0 2 3 4 1 3 2 2 1 3 3 0 1 3.69"
"""1486"" 202548 2 2 31616 1 ""C"" 3 48 """" 8 1 2 NA NA NA 3 2 4 4 1 4 1 2 NA 9 1 NA NA 2 1 NA NA NA NA 1 5 2 2 1 1 1 3 3 3 1 3 3 3 3 3 1 1 3 NA NA NA NA NA NA 1 1 2 2 1 NA NA NA 2 2 2 1 NA 3 3 NA 2 NA NA NA 1 1 2 2 4 1 1 2 2 1 25 4 NA 8 5 NA 2 NA 3 10 NA NA 5 NA 5 1 2 NA 4 2 2 NA NA 2 1 """" """" 1 ""S"" 3 48 5 0 2 5 5 1 2 1 3 2 3 3 0 1 0.859350923022452"
"""1487"" 202549 2 2 31816 2 ""M"" 4 35 """" 10 1 2 NA NA NA 2 2 2 2 1 2 1 1 NA 2 2 NA NA 1 1 NA NA NA NA 1 1 4 1 4 1 1 9 4 2 2 2 3 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 1 2 NA NA NA 1 1 3 3 NA 1 1 NA 4 NA NA NA 9 NA NA NA 2 2 2 2 2 2 64 1 NA 1 5 NA 3 3 5 1 NA 1 1 NA 2 3 3 2 2 2 2 NA NA 2 3 """" """" 1 ""U"" 4 35 1 0 2 3 3 4 5 3 1 2 3 3 0 1 0.339092350106087"
"""1488"" 202555 2 2 31616 1 ""E"" 1 34 """" 10 2 2 NA NA NA 2 3 1 2 1 1 1 NA 1 NA NA 2 2 2 1 NA NA NA NA 1 1 2 2 2 1 1 2 2 2 1 2 3 NA NA NA NA NA NA 1 1 1 1 1 3 2 2 2 1 1 NA NA NA 2 2 1 NA 1 2 NA 1 2 NA NA NA 1 2 1 2 2 2 1 1 1 2 55 5 NA 5 5 NA 1 NA 4 10 NA NA 6 NA 4 1 3 2 3 8 6 NA NA 1 1 """" """" 1 ""U"" 1 34 5 2 2 3 3 1 5 3 2 3 2 2 1 1 0.478488891856607"
"""1489"" 202556 2 2 40616 1 ""E"" 3 24 """" 10 1 2 NA NA NA 1 1 1 1 3 3 1 4 NA 1 2 NA NA 2 1 NA NA NA NA 2 1 2 9 2 9 2 NA NA 3 2 3 2 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 2 4 2 2 NA 1 1 NA 4 NA NA NA 1 2 2 3 2 2 2 2 2 1 74 1 NA 4 NA NA 3 NA 3 2 NA 1 2 NA 99 1 1 NA 2 2 2 NA NA 1 1 """" """" 1 ""S"" 3 24 4 0 1 1 2 1 6 4 2 2 2 2 1 1 0.228691494413604"
"""1490"" 202560 2 2 31616 1 ""E"" 3 12 """" 10 2 2 NA NA NA 2 2 1 1 1 1 1 NA 2 NA NA 9 NA 2 6 NA NA NA NA 2 2 1 2 9 1 2 NA NA 3 3 3 3 NA NA NA NA NA NA 9 3 9 1 1 3 2 2 2 2 1 NA NA NA 1 3 2 NA 1 2 NA 2 4 NA NA NA 2 4 2 9 2 1 2 2 2 2 59 5 NA 6 5 NA 5 NA 3 5 NA NA 1 NA 4 1 2 NA 3 1 NA NA NA 1 4 """" """" 5 ""S"" 3 12 4 0 2 4 3 5 5 3 3 1 2 2 1 1 0.2"
"""1491"" 202563 2 2 41216 2 ""P"" 4 6 """" 10 1 2 NA NA NA 3 3 2 4 2 4 2 4 NA 2 2 NA NA 1 7 NA NA NA NA 4 NA 2 2 3 1 2 NA NA 3 3 2 3 3 3 3 1 3 3 NA NA NA NA NA NA 1 1 2 1 2 NA NA NA 1 4 1 2 NA 1 3 NA 2 NA NA NA 9 NA NA NA 2 1 2 1 2 2 66 4 NA 1 NA NA 5 3 3 2 NA 2 3 NA 1 1 2 NA 2 2 2 NA NA 2 3 """" """" 5 ""S"" 4 6 5 0 2 4 3 4 6 4 1 2 3 3 0 1 0.386948554440655"
"""1492"" 202572 2 2 31616 1 ""M"" 4 4 """" 3 2 2 NA NA NA 2 2 1 1 1 1 2 NA 3 NA NA 1 NA 2 1 NA NA NA NA 1 1 2 4 1 3 1 4 4 3 3 1 3 NA NA NA NA NA NA 3 3 3 3 3 3 2 2 2 2 2 NA NA NA 2 4 3 NA 3 1 NA 3 2 NA NA NA 1 1 4 4 3 2 2 2 2 1 72 1 NA 5 NA NA 2 NA 3 4 NA 9 2 NA 5 1 3 1 3 2 2 NA NA 2 1 """" """" 1 ""R"" 4 4 1 0 1 3 2 1 6 4 2 2 3 3 0 1 2.26745805179194"
"""1493"" 202577 2 2 31616 1 ""M"" 4 4 """" 7 1 2 NA NA NA 2 2 1 3 2 2 2 2 NA 1 3 NA NA 2 2 NA NA NA 1 1 2 1 2 2 1 2 NA NA 1 3 2 2 1 3 1 1 1 3 NA NA NA NA NA NA 2 2 2 2 2 2 1 1 1 1 2 1 NA 2 2 NA 2 1 1 2 1 1 1 2 2 2 1 2 3 1 64 5 NA 6 5 1 5 NA 4 1 NA 1 4 1 2 1 2 NA 4 2 2 NA NA 1 2 """" """" 2 ""U"" 4 4 3 0 2 5 3 2 5 3 3 2 2 2 1 1 0.215796745845419"
"""1494"" 202582 2 2 31616 1 ""P"" 4 6 """" 10 1 2 NA NA NA 3 1 2 3 4 3 4 1 NA 2 2 NA NA 2 5 NA NA NA NA 2 3 4 4 3 3 2 NA NA 3 3 1 2 2 3 9 3 3 3 NA NA NA NA NA NA 2 1 1 2 1 NA NA NA 1 2 1 2 NA 3 1 NA 4 NA NA NA 3 NA NA NA 2 1 1 1 2 1 35 6 NA 3 5 NA 2 NA 4 13 NA 1 5 NA 3 3 3 9 9 1 NA NA NA 2 4 """" """" 5 ""S"" 4 6 5 0 9 3 5 5 3 2 1 1 3 3 0 1 0.539841295775477"
"""1495"" 202586 2 2 43016 2 ""P"" 4 6 """" 8 1 2 NA NA NA 2 2 2 2 3 2 4 4 NA 2 2 NA NA 1 7 NA NA NA NA 3 2 2 2 2 2 1 4 4 3 3 2 3 3 3 3 1 1 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 1 2 2 2 NA 1 2 NA 4 NA NA NA 3 NA NA NA 1 2 2 2 2 1 36 2 1 3 5 NA 1 3 3 12 NA NA 6 NA 3 3 3 2 2 5 5 NA NA 2 3 """" """" 5 ""U"" 4 6 1 0 2 3 4 4 3 2 1 3 3 3 0 1 1.38461443102256"
"""1496"" 202591 2 2 32516 1 ""C"" 3 48 """" 10 1 2 NA NA NA 2 1 9 1 1 1 1 3 NA 1 1 NA NA 2 1 2 NA NA NA 2 1 2 2 3 1 1 3 4 3 3 1 3 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 2 1 2 2 NA 2 3 NA 4 NA NA NA 1 1 3 3 1 2 2 2 2 1 18 6 NA 3 3 NA 3 NA 2 8 NA NA 6 NA 9 1 3 2 3 1 NA NA NA 2 4 """" """" 4 ""S"" 3 48 3 0 2 3 5 5 1 1 1 1 3 3 0 1 0.560882034902656"
"""1497"" 202593 2 2 32216 1 ""E"" 1 36 """" 10 1 2 NA NA NA 3 1 1 1 2 2 2 2 NA 1 3 NA NA 1 1 NA NA NA NA 2 1 2 2 2 2 1 3 3 1 3 3 2 1 3 9 1 3 3 NA NA NA NA NA NA 2 1 2 2 1 NA NA NA 1 1 2 1 NA 3 2 NA 2 NA NA NA 2 2 1 2 1 2 2 2 1 2 39 1 NA 6 5 NA 3 3 3 2 NA 2 4 NA 8 2 3 2 3 5 2 NA NA 2 3 """" """" 1 ""U"" 1 36 5 3 2 3 4 4 3 2 3 2 3 3 0 1 0.418049955686441"
"""1498"" 202594 2 2 31916 1 ""C"" 2 20 """" 3 2 2 NA NA NA 1 1 9 9 1 2 1 NA 4 NA NA 3 NA 2 1 NA NA NA NA 2 1 1 9 3 9 1 3 4 2 2 3 2 NA NA NA NA NA NA 9 3 9 3 9 3 2 2 2 2 2 NA NA NA 3 9 9 NA 1 3 NA 9 4 NA NA NA 1 1 4 9 2 2 2 2 2 1 75 1 NA 6 NA NA 5 NA 1 11 1 1 2 NA 99 1 1 NA 3 3 1 NA NA 1 1 """" ""METHODIST"" 1 ""U"" 2 20 4 2 1 2 2 1 6 4 3 1 2 2 1 1 0.73018850180221"
"""1499"" 202595 2 2 31816 1 ""P"" 4 53 """" 4 1 2 NA NA NA 2 2 1 2 2 1 4 1 NA 1 3 NA NA 2 1 NA NA NA NA 1 1 3 1 2 2 2 NA NA 2 3 3 2 3 3 9 1 3 3 NA NA NA NA NA NA 1 2 2 2 1 NA NA NA 9 2 2 1 NA 2 1 NA 4 NA NA NA 1 2 2 3 2 2 2 2 2 1 21 6 NA 3 3 NA 3 NA 3 9 NA NA 6 NA 8 1 3 9 2 5 5 NA NA 1 1 """" """" 1 ""S"" 4 53 4 0 9 3 5 1 1 1 1 3 2 2 1 1 2.96501045484493"
"""1500"" 202596 2 2 31816 1 ""C"" 3 48 """" 9 1 2 NA NA NA 2 2 4 2 2 2 2 2 NA 1 3 NA NA 1 7 NA NA NA NA 1 1 1 2 2 1 2 NA NA 3 3 3 2 3 3 1 1 1 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 2 2 1 3 NA 3 1 NA 4 NA NA NA 1 2 2 2 2 2 2 2 2 1 57 1 NA 5 5 NA 1 1 3 12 NA NA 3 NA 8 1 3 1 3 5 5 NA NA 2 3 """" """" 5 ""S"" 3 48 5 0 1 3 3 3 5 3 2 3 3 3 0 1 0.497939944948709"
"""1501"" 202609 2 2 31816 1 ""E"" 1 36 """" 10 2 2 NA NA NA 2 4 3 2 1 1 1 NA 1 NA NA 2 1 2 2 NA NA NA 2 2 2 3 3 2 2 1 2 4 3 1 1 2 NA NA NA NA NA NA 1 1 1 1 1 3 2 2 2 2 1 2 2 2 1 2 1 NA 1 1 NA 1 2 3 3 3 1 1 1 1 2 1 1 1 2 1 33 6 NA 3 5 NA 1 NA 3 99 2 NA 5 2 7 1 2 NA 3 1 NA NA NA 2 2 """" """" 2 ""U"" 1 36 5 0 2 4 5 2 2 2 1 1 3 3 0 1 0.298894920173918"
"""1502"" 202610 2 2 31816 1 ""E"" 3 12 """" 10 1 2 NA NA NA 2 1 1 2 1 1 1 1 NA 2 2 NA NA 1 1 NA NA NA NA 2 2 4 4 4 1 1 1 5 3 3 1 3 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 NA NA NA 4 4 3 1 NA 3 1 NA 4 NA NA NA 1 4 4 4 2 2 2 2 2 1 33 1 NA 8 5 NA 1 1 3 2 NA 2 2 NA 9 1 1 NA 2 4 1 NA NA 2 3 """" """" 1 ""S"" 3 12 4 3 1 1 5 3 2 2 3 1 3 3 0 1 0.279511794208643"
"""1503"" 202615 2 2 31816 1 ""E"" 2 26 """" 4 1 2 NA NA NA 2 2 1 2 2 2 1 2 NA 2 2 NA NA 2 2 NA NA NA 2 1 2 1 1 2 2 2 NA NA 3 3 2 1 1 3 2 1 3 3 NA NA NA NA NA NA 2 1 1 2 1 2 2 2 1 1 1 3 NA 1 2 NA 3 2 4 3 2 2 1 1 2 2 2 2 2 1 42 3 NA 3 5 NA 1 NA 4 2 NA 2 3 3 3 3 2 NA 3 4 3 NA NA 2 2 """" """" 2 ""U"" 2 26 3 1 2 4 4 2 3 2 1 3 3 3 0 1 1.24"
"""1504"" 202618 2 2 31816 1 ""E"" 3 12 """" 8 1 2 NA NA NA 1 3 1 4 1 1 1 1 NA 2 2 NA NA 2 1 NA NA NA NA 3 2 1 3 4 1 1 3 4 2 2 1 2 3 3 3 3 3 3 NA NA NA NA NA NA 2 2 1 2 1 NA NA NA 3 4 3 1 NA 1 1 NA 2 NA NA NA 1 2 4 4 3 1 2 2 2 1 47 1 NA 6 5 NA 1 NA 3 1 NA 1 2 NA 7 1 1 NA 2 8 2 NA NA 2 1 """" """" 1 ""S"" 3 12 4 6 1 1 4 1 4 2 3 2 3 3 0 1 0.757981233044311"
"""1505"" 202622 2 2 31816 1 ""E"" 3 11 """" 10 1 2 NA NA NA 2 2 2 3 2 4 2 4 NA 2 2 NA NA 2 2 NA NA NA 3 3 2 2 2 4 2 2 NA NA 3 3 3 3 3 3 1 3 3 3 NA NA NA NA NA NA 2 2 2 2 2 2 1 2 2 1 1 1 NA 2 2 NA 2 2 2 4 3 NA NA NA 2 2 2 2 3 2 84 1 NA 3 NA NA 5 NA 3 1 NA 2 2 1 3 1 2 NA 2 4 4 NA NA 1 2 """" """" 2 ""U"" 3 11 5 0 2 4 2 2 6 4 1 3 2 2 1 1 0.150951442010508"
"""1506"" 202625 2 2 31816 1 ""E"" 3 37 """" 8 2 2 NA NA NA 3 2 9 4 1 3 1 NA 3 NA NA 1 NA 1 5 NA NA NA NA 4 NA 2 2 2 2 1 3 4 3 3 3 3 NA NA NA NA NA NA 3 3 3 3 3 3 2 1 1 1 2 NA NA NA 2 4 3 NA 1 3 NA 2 4 NA NA NA 3 NA NA NA 2 2 2 2 2 1 31 2 2 2 5 NA 4 1 5 12 NA NA 5 NA 1 3 2 NA 4 1 NA NA NA 2 3 """" """" 5 ""R"" 3 37 2 0 2 5 5 3 2 2 1 1 3 3 0 1 1.17284959211468"
"""1507"" 202629 2 2 31816 1 ""C"" 3 22 """" 10 1 2 NA NA NA 3 3 3 4 1 3 1 3 NA 1 1 NA NA 2 1 NA NA NA NA 1 2 2 2 2 1 1 2 4 3 3 1 2 3 2 3 1 1 3 NA NA NA NA NA NA 1 1 1 2 1 NA NA NA 1 2 2 1 NA 2 2 NA 2 NA NA NA 3 NA NA NA 3 2 1 2 1 1 53 3 NA 2 5 NA 3 NA 4 12 NA NA 5 NA 4 3 3 1 2 5 5 NA NA 1 1 """" """" 1 ""U"" 3 22 4 0 1 3 3 1 4 3 1 3 2 2 1 1 0.333317941332023"
"""1508"" 202631 2 2 31816 1 ""C"" 3 48 """" 9 2 2 NA NA NA 2 2 1 3 2 2 1 NA 3 NA NA 1 NA 2 1 NA NA NA NA 1 1 1 1 3 1 1 3 4 2 3 2 2 NA NA NA NA NA NA 3 1 3 1 1 3 1 2 2 2 1 NA NA NA 2 2 2 NA 1 1 NA 2 4 NA NA NA 2 4 9 2 2 2 2 1 2 2 26 2 2 8 5 NA 3 NA 2 12 NA NA 6 NA 7 1 3 2 3 2 2 NA NA 2 1 """" """" 1 ""U"" 3 48 5 0 2 3 5 1 2 1 3 2 3 3 0 1 0.459479645906539"
"""1509"" 202635 2 2 32116 1 ""C"" 3 48 """" 8 2 2 NA NA NA 1 1 1 1 2 1 2 NA 4 NA NA 1 NA 2 1 NA NA NA NA 1 4 4 2 3 2 1 4 4 2 2 1 1 NA NA NA NA NA NA 1 1 1 1 1 1 2 2 2 2 1 NA NA NA 9 2 3 NA 3 3 NA 3 4 NA NA NA 3 NA NA NA 2 1 2 2 2 1 18 2 2 3 5 NA 1 NA 3 11 2 NA 6 NA 4 1 3 9 9 2 2 NA NA 2 1 """" ""NORSE"" 1 ""S"" 3 48 5 0 9 3 5 1 1 1 1 2 3 3 0 1 1.44950605102655"
"""1510"" 202638 2 2 32516 1 ""E"" 1 34 """" 10 1 2 NA NA NA 2 1 1 2 3 2 2 2 NA 2 1 NA NA 2 1 NA NA NA NA 3 1 1 1 4 2 1 2 4 2 2 1 2 3 1 3 1 1 3 NA NA NA NA NA NA 2 2 2 2 1 NA NA NA 1 3 1 1 NA 1 1 NA 4 NA NA NA 2 4 1 3 2 2 2 2 2 2 23 6 NA 4 3 NA 2 NA 3 2 NA 2 5 NA 7 3 3 1 3 1 NA NA NA 2 1 """" """" 1 ""U"" 1 34 5 0 1 3 5 1 1 1 2 1 3 3 0 1 0.741988390789072"
